sent_id	gold_stem	gold_label	error_type	sentence	lemma	type_tag	shape	is_redup	raw_analysis
1	睡觉	True		昨天晚上我睡了一个好觉。	睡觉	Verb-Object	SPLIT	False	睡觉+Lemma+Verb-Object+SPLIT
2	洗澡	True		运动完必须洗个热水澡。	洗澡	Verb-Object	SPLIT	False	洗澡+Lemma+Verb-Object+SPLIT
3	吃饭	True		如果你还没吃完饭，就等一会儿。	吃饭	Verb-Object	SPLIT	False	吃饭+Lemma+Verb-Object+SPLIT
4	刷牙	True		医生建议每天至少刷两分钟牙。	刷牙	Verb-Object	SPLIT	False	刷牙+Lemma+Verb-Object+SPLIT
5	洗脸	True		早上匆匆忙忙洗了一把脸就出门了。	洗脸	Verb-Object	SPLIT	False	洗脸+Lemma+Verb-Object+SPLIT
6	走路	True		我们走了很久的路。	走路	Verb-Object	SPLIT	False	走路+Lemma+Verb-Object+SPLIT
7	跑步	True		他在公园里跑了一会儿步。	跑步	Verb-Object	SPLIT	False	跑步+Lemma+Verb-Object+SPLIT
8	散步	True		晚饭后我们去河边散散步。	散步	Verb-Object	REDUP	True	散步+Lemma+Verb-Object+SPLIT
9	上网	True		为了查资料，我上了两个小时网。	上网	Verb-Object	SPLIT	False	上网+Lemma+Verb-Object+SPLIT
10	理发	True		过年前要去理一次发。	理发	Verb-Object	SPLIT	False	理发+Lemma+Verb-Object+SPLIT
11	搬家	True		这几年北漂搬了三次家。	搬家	Verb-Object	SPLIT	False	搬家+Lemma+Verb-Object+SPLIT
12	起床	True		生病了，难受得起不来床。	生病	Verb-Object	WHOLE	False	生病+Lemma+Verb-Object+WHOLE
12	起床	True		生病了，难受得起不来床。	起床	Verb-Object	SPLIT	False	起床+Lemma+Verb-Object+SPLIT
13	看书	True		他在图书馆安静地看了半天书。	看书	Verb-Object	SPLIT	False	看书+Lemma+Verb-Object+SPLIT
14	写字	True		练习了十年，终于写了一手好字。	写字	Verb-Object	SPLIT	False	写字+Lemma+Verb-Object+SPLIT
15	开门	True		他敲了半天门，快去开一下门。	开门	Verb-Object	SPLIT	False	开门+Lemma+Verb-Object+SPLIT
15	开门	True		他敲了半天门，快去开一下门。	敲门	Verb-Object	SPLIT	False	敲门+Lemma+Verb-Object+SPLIT
16	关灯	True		记得关了灯再睡觉。	关灯	Verb-Object	SPLIT	False	关灯+Lemma+Verb-Object+SPLIT
16	关灯	True		记得关了灯再睡觉。	睡觉	Verb-Object	WHOLE	False	睡觉+Lemma+Verb-Object+WHOLE
17	做饭	True		今天妈妈做了一顿丰盛的晚饭。	做饭	Verb-Object	SPLIT	False	做饭+Lemma+Verb-Object+SPLIT
18	打球	True		周末约朋友去打了一场球。	打球	Verb-Object	SPLIT	False	打球+Lemma+Verb-Object+SPLIT
19	抽烟	True		压力大的时候他抽了一根烟。	抽烟	Verb-Object	SPLIT	False	抽烟+Lemma+Verb-Object+SPLIT
20	见面	True		我们虽然同城，但也只见过一面。	见面	Verb-Object	SPLIT	False	见面+Lemma+Verb-Object+SPLIT
21	帮忙	True		你真是帮了我一个大忙。	帮忙	Verb-Object	SPLIT	False	帮忙+Lemma+Verb-Object+SPLIT
22	聊天	True		和老朋友见面，聊了一整天。	聊天	Verb-Object	SPLIT	False	聊天+Lemma+Verb-Object+SPLIT
22	聊天	True		和老朋友见面，聊了一整天。	见面	Verb-Object	WHOLE	False	见面+Lemma+Verb-Object+WHOLE
23	说话	True		请你帮我说两句好话。	说话	Verb-Object	SPLIT	False	说话+Lemma+Verb-Object+SPLIT
24	吵架	True		因为一点小事，他们吵了一架。	吵架	Verb-Object	SPLIT	False	吵架+Lemma+Verb-Object+SPLIT
25	打架	True		两只猫在屋顶上打了一架。	打架	Verb-Object	SPLIT	False	打架+Lemma+Verb-Object+SPLIT
26	打仗	True		俄罗斯和乌克兰还要打多久的仗呢？	打仗	Verb-Object	SPLIT	False	打仗+Lemma+Verb-Object+SPLIT
27	生气	True		别再生他的气了。	生气	Verb-Object	SPLIT	False	生气+Lemma+Verb-Object+SPLIT
28	发火	True		领导在会上发了一通火。	发火	Verb-Object	SPLIT	False	发火+Lemma+Verb-Object+SPLIT
29	道歉	True		做错事就该给人家道一个歉。	道歉	Verb-Object	SPLIT	False	道歉+Lemma+Verb-Object+SPLIT
30	道谢	True		临走时，他特意向主人道了一声谢。	道谢	Verb-Object	SPLIT	False	道谢+Lemma+Verb-Object+SPLIT
31	拜年	True		大年初一去给长辈拜个年。	拜年	Verb-Object	SPLIT	False	拜年+Lemma+Verb-Object+SPLIT
32	握手	True		大家见面互相握了一下手。	握手	Verb-Object	SPLIT	False	握手+Lemma+Verb-Object+SPLIT
32	握手	True		大家见面互相握了一下手。	见面	Verb-Object	WHOLE	False	见面+Lemma+Verb-Object+WHOLE
33	捣乱	True		别在他工作的时候捣他的乱。	捣乱	Verb-Object	SPLIT	False	捣乱+Lemma+Verb-Object+SPLIT
34	开玩笑	True		我只是跟你开了一个玩笑。	开玩笑	Verb-Object	SPLIT	False	开玩笑+Lemma+Verb-Object+SPLIT
35	撒谎	True		他脸红了，显然是撒了一个谎。	撒谎	Verb-Object	SPLIT	False	撒谎+Lemma+Verb-Object+SPLIT
36	吹牛	True		别听他瞎说，他又在吹牛。	吹牛	Verb-Object	WHOLE	False	吹牛+Lemma+Verb-Object+WHOLE
37	告状	True		他去老师那里告了你一状。	告状	Verb-Object	SPLIT	False	告状+Lemma+Verb-Object+SPLIT
38	请客	True		为了庆祝升职，他请了一次客。	请客	Verb-Object	SPLIT	False	请客+Lemma+Verb-Object+SPLIT
40	离婚	True		听说邻居离了两次婚。	离婚	Verb-Object	SPLIT	False	离婚+Lemma+Verb-Object+SPLIT
41	订婚	True		他们刚刚订完婚。	订婚	Verb-Object	SPLIT	False	订婚+Lemma+Verb-Object+SPLIT
42	谈恋爱	True		大学期间谈了一场轰轰烈烈的恋爱。	谈恋爱	Verb-Object	SPLIT	False	谈恋爱+Lemma+Verb-Object+SPLIT
43	分手	True		因为性格不合，他们分了一次手。	分手	Verb-Object	SPLIT	False	分手+Lemma+Verb-Object+SPLIT
44	伤心	True		这件事真是让他伤透了心。	伤心	Verb-Object	SPLIT	False	伤心+Lemma+Verb-Object+SPLIT
45	吃醋	True		看到男朋友和别人说话，她吃谁的醋？	吃醋	Verb-Object	SPLIT	False	吃醋+Lemma+Verb-Object+SPLIT
45	吃醋	True		看到男朋友和别人说话，她吃谁的醋？	说话	Verb-Object	WHOLE	False	说话+Lemma+Verb-Object+WHOLE
46	放心	True		你就放一百个心吧。	放心	Verb-Object	SPLIT	False	放心+Lemma+Verb-Object+SPLIT
47	灰心	True		失败了不要紧，千万别灰了心。	灰心	Verb-Object	SPLIT	False	灰心+Lemma+Verb-Object+SPLIT
48	操心	True		为了这个家，由于操碎了心。	操心	Verb-Object	SPLIT	False	操心+Lemma+Verb-Object+SPLIT
49	动心	True		面对诱惑，很难不动凡心。	动心	Verb-Object	SPLIT	False	动心+Lemma+Verb-Object+SPLIT
50	上班	True		即使生病了，她还是上了一天班。	上班	Verb-Object	SPLIT	False	上班+Lemma+Verb-Object+SPLIT
50	上班	True		即使生病了，她还是上了一天班。	生病	Verb-Object	WHOLE	False	生病+Lemma+Verb-Object+WHOLE
51	下班	True		还没下班，老板就走了。	下班	Verb-Object	WHOLE	False	下班+Lemma+Verb-Object+WHOLE
52	下班	True		下了班之后我们去逛街。	下班	Verb-Object	SPLIT	False	下班+Lemma+Verb-Object+SPLIT
53	上学	True		他在这个城市上了六年学。	上学	Verb-Object	SPLIT	False	上学+Lemma+Verb-Object+SPLIT
54	上课	True		今天上午上了两节课。	上课	Verb-Object	SPLIT	False	上课+Lemma+Verb-Object+SPLIT
55	下课	True		下了课我们就去食堂。	下课	Verb-Object	SPLIT	False	下课+Lemma+Verb-Object+SPLIT
56	请假	True		身体不舒服，请了三天假。	请假	Verb-Object	SPLIT	False	请假+Lemma+Verb-Object+SPLIT
57	放假	True		五一劳动节放了三天假。	放假	Verb-Object	SPLIT	False	放假+Lemma+Verb-Object+SPLIT
58	考试	True		为了准备考这场试，他通宵复习。	考试	Verb-Object	SPLIT	False	考试+Lemma+Verb-Object+SPLIT
59	毕业	True		毕了业以后打算去哪里？	毕业	Verb-Object	SPLIT	False	毕业+Lemma+Verb-Object+SPLIT
60	留学	True		他在英国留了三年学。	留学	Verb-Object	SPLIT	False	留学+Lemma+Verb-Object+SPLIT
61	报名	True		想参加比赛，得先报一个名。	报名	Verb-Object	SPLIT	False	报名+Lemma+Verb-Object+SPLIT
62	辞职	True		受不了老板的脾气，他辞了职。	辞职	Verb-Object	SPLIT	False	辞职+Lemma+Verb-Object+SPLIT
63	开会	True		下午在公司开了一个长会。	开会	Verb-Object	SPLIT	False	开会+Lemma+Verb-Object+SPLIT
64	发言	True		作为代表，他在会上发了一次言。	发言	Verb-Object	SPLIT	False	发言+Lemma+Verb-Object+SPLIT
65	值班	True		昨天晚上轮到我值了一个夜班。	上班	Verb-Object	SPLIT	False	上班+Lemma+Verb-Object+SPLIT
65	值班	True		昨天晚上轮到我值了一个夜班。	值班	Verb-Object	SPLIT	False	值班+Lemma+Verb-Object+SPLIT
66	加班	True		项目上线前，大家加了三个小时班。	加班	Verb-Object	SPLIT	False	加班+Lemma+Verb-Object+SPLIT
67	出差	True		下周要去上海出了一趟差。	出差	Verb-Object	SPLIT	False	出差+Lemma+Verb-Object+SPLIT
68	生病	True		去年冬天生了一场大病。	生病	Verb-Object	SPLIT	False	生病+Lemma+Verb-Object+SPLIT
69	住院	True		因为骨折，他在医院住了半个月院。	住院	Verb-Object	SPLIT	False	住院+Lemma+Verb-Object+SPLIT
70	打针	True		护士轻轻地给他打了一针。	打针	Verb-Object	SPLIT	False	打针+Lemma+Verb-Object+SPLIT
71	输液	True		发烧不退，只能去输了两瓶液。	输液	Verb-Object	SPLIT	False	输液+Lemma+Verb-Object+SPLIT
72	挂号	True		好不容易挂了一个专家号。	挂号	Verb-Object	SPLIT	False	挂号+Lemma+Verb-Object+SPLIT
73	把脉	True		老中医给他把了把脉。	把脉	Verb-Object	REDUP	True	把脉+Lemma+Verb-Object+SPLIT
74	减肥	True		坚持运动，终于减了十斤肥。	减肥	Verb-Object	SPLIT	False	减肥+Lemma+Verb-Object+SPLIT
75	鞠躬	True		表演结束，演员向观众鞠了一个躬。	鞠躬	Verb-Object	SPLIT	False	鞠躬+Lemma+Verb-Object+SPLIT
76	敬礼	True		士兵向国旗敬了一个礼。	敬礼	Verb-Object	SPLIT	False	敬礼+Lemma+Verb-Object+SPLIT
77	站岗	True		无论风雨，都要站好这一班岗。	站岗	Verb-Object	SPLIT	False	站岗+Lemma+Verb-Object+SPLIT
78	吃苦	True		年轻的时候多吃一点苦没关系。	吃苦	Verb-Object	SPLIT	False	吃苦+Lemma+Verb-Object+SPLIT
79	吃亏	True		虽然吃了个大亏，但也长了记性。	吃亏	Verb-Object	SPLIT	False	吃亏+Lemma+Verb-Object+SPLIT
80	受罪	True		这趟旅行简直是花钱受了老大的罪。	受罪	Verb-Object	SPLIT	False	受罪+Lemma+Verb-Object+SPLIT
81	看病	True		去医院挂号看个病真难。	挂号	Verb-Object	WHOLE	False	挂号+Lemma+Verb-Object+WHOLE
81	看病	True		去医院挂号看个病真难。	看病	Verb-Object	SPLIT	False	看病+Lemma+Verb-Object+SPLIT
82	跳舞	True		她在晚会上跳了一支优美的舞。	跳舞	Verb-Object	SPLIT	False	跳舞+Lemma+Verb-Object+SPLIT
83	唱歌	True		他很高兴，就唱了一首歌。	唱歌	Verb-Object	SPLIT	False	唱歌+Lemma+Verb-Object+SPLIT
84	出院	True		等出了院就可以回家了。	出院	Verb-Object	SPLIT	False	出院+Lemma+Verb-Object+SPLIT
84	出院	True		等出了院就可以回家了。	回家	Verb-Object	WHOLE	False	回家+Lemma+Verb-Object+WHOLE
85	游泳	True		夏天去海边游了一次泳。	游泳	Verb-Object	SPLIT	False	游泳+Lemma+Verb-Object+SPLIT
86	划船	True		我们在湖上划了一会儿船。	划船	Verb-Object	SPLIT	False	划船+Lemma+Verb-Object+SPLIT
87	钓鱼	True		周末去水库钓了一天鱼。	钓鱼	Verb-Object	SPLIT	False	钓鱼+Lemma+Verb-Object+SPLIT
88	滑冰	True		冬天去什刹海滑了一次冰。	滑冰	Verb-Object	SPLIT	False	滑冰+Lemma+Verb-Object+SPLIT
89	签名	True		明星给粉丝签了一个名。	签名	Verb-Object	SPLIT	False	签名+Lemma+Verb-Object+SPLIT
90	排队	True		买网红奶茶排了半天队。	排队	Verb-Object	SPLIT	False	排队+Lemma+Verb-Object+SPLIT
91	打工	True		辛苦打了一辈子工，终于退休了。	打工	Verb-Object	SPLIT	False	打工+Lemma+Verb-Object+SPLIT
91	打工	True		辛苦打了一辈子工，终于退休了。	退休	Verb-Object	WHOLE	False	退休+Lemma+Verb-Object+WHOLE
92	戒烟	True		为了健康，他彻底戒了烟。	戒烟	Verb-Object	SPLIT	False	戒烟+Lemma+Verb-Object+SPLIT
93	回家	True		春节一定要回了一趟家。	回家	Verb-Object	SPLIT	False	回家+Lemma+Verb-Object+SPLIT
94	死心	True		既然不可能，你就死了这条心吧。	死心	Verb-Object	SPLIT	False	死心+Lemma+Verb-Object+SPLIT
95	挑水	True		和尚下山挑了一担水。	挑水	Verb-Object	SPLIT	False	挑水+Lemma+Verb-Object+SPLIT
96	受伤	True		他在比赛中受了很重的伤。	受伤	Verb-Object	SPLIT	False	受伤+Lemma+Verb-Object+SPLIT
97	散心	True		她心情不好，想出去散散心。	散心	Verb-Object	REDUP	True	散心+Lemma+Verb-Object+SPLIT
98	扫兴	True		突然下好大的雨，真是扫了大家的兴。	下雨	Verb-Object	SPLIT	False	下雨+Lemma+Verb-Object+SPLIT
98	扫兴	True		突然下好大的雨，真是扫了大家的兴。	扫兴	Verb-Object	SPLIT	False	扫兴+Lemma+Verb-Object+SPLIT
99	领情	True		我好心帮你，你却不领我的情。	领情	Verb-Object	SPLIT	False	领情+Lemma+Verb-Object+SPLIT
100	送礼	True		过节去亲戚家送了一份厚礼。	送礼	Verb-Object	SPLIT	False	送礼+Lemma+Verb-Object+SPLIT
101	拌嘴	True		小两口经常拌几句嘴，床头吵架床尾和。	吵架	Verb-Object	WHOLE	False	吵架+Lemma+Verb-Object+WHOLE
101	拌嘴	True		小两口经常拌几句嘴，床头吵架床尾和。	拌嘴	Verb-Object	SPLIT	False	拌嘴+Lemma+Verb-Object+SPLIT
102	叹气	True		遇到困难，他无奈地叹了一口气。	叹气	Verb-Object	SPLIT	False	叹气+Lemma+Verb-Object+SPLIT
103	丢脸	True		在这么多人面前摔倒，真是丢尽了脸。	丢脸	Verb-Object	SPLIT	False	丢脸+Lemma+Verb-Object+SPLIT
104	接吻	True		他们当街接了个法式湿吻。	接吻	Verb-Object	SPLIT	False	接吻+Lemma+Verb-Object+SPLIT
105	开枪	True		嫌疑人对着沙滩上聚集的人群开了三枪。	开枪	Verb-Object	SPLIT	False	开枪+Lemma+Verb-Object+SPLIT
106	受骗	True		因为贪小便宜，老人受了一次骗。	受骗	Verb-Object	SPLIT	False	受骗+Lemma+Verb-Object+SPLIT
106	受骗	True		因为贪小便宜，老人受了一次骗。	小便	Modifier-Head	WHOLE	False	小便+Lemma+Modifier-Head+WHOLE
107	挨批	True		工作没做好，挨了一顿批。	挨批	Verb-Object	SPLIT	False	挨批+Lemma+Verb-Object+SPLIT
108	干杯	True		为了我们的友谊，干了这杯！	干杯	Verb-Object	SPLIT	False	干杯+Lemma+Verb-Object+SPLIT
109	革命	True		如果再不改革，就是革自己的命。	革命	Verb-Object	SPLIT	False	革命+Lemma+Verb-Object+SPLIT
110	造反	True		这孩子真不听话，是要造谁的反？	造反	Verb-Object	SPLIT	False	造反+Lemma+Verb-Object+SPLIT
111	退休	True		还没到年纪，他就退了休。	退休	Verb-Object	SPLIT	False	退休+Lemma+Verb-Object+SPLIT
112	出事	True		他们家出了点事。	出事	Verb-Object	SPLIT	False	出事+Lemma+Verb-Object+SPLIT
113	把关	True		质量问题一定要把好关。	把关	Verb-Object	SPLIT	False	把关+Lemma+Verb-Object+SPLIT
114	施肥	True		春天到了，给庄稼施了一遍肥。	施肥	Verb-Object	SPLIT	False	施肥+Lemma+Verb-Object+SPLIT
115	倒霉	True		出门踩到泥，真是倒了大霉。	倒霉	Verb-Object	SPLIT	False	倒霉+Lemma+Verb-Object+SPLIT
116	提醒	True		谢谢你，真是给我提了个醒。	提醒	PseudoV-O	SPLIT	False	提醒+Lemma+PseudoV-O+SPLIT
117	出恭	True		皇帝上朝前出了一次恭。	出恭	PseudoV-O	SPLIT	False	出恭+Lemma+PseudoV-O+SPLIT
118	将军	True		这一步棋真是将了他一军。	将军	PseudoV-O	SPLIT	False	将军+Lemma+PseudoV-O+SPLIT
119	学习	True		周末准备在家学三小时习。	学习	PseudoV-O	SPLIT	False	学习+Lemma+PseudoV-O+SPLIT
120	慷慨	True		这些贪官都是在慷国家之慨。	慷慨	SimplexWord	SPLIT	False	慷慨+Lemma+SimplexWord+SPLIT
121	慷慨	True		你这是慷他人之慨。	慷慨	SimplexWord	SPLIT	False	慷慨+Lemma+SimplexWord+SPLIT
122	幽默	True		人生苦短，何不幽他一默。	幽默	SimplexWord	SPLIT	False	幽默+Lemma+SimplexWord+SPLIT
123	滑稽	True		这种说法简直是滑天下之大稽。	滑稽	SimplexWord	SPLIT	False	滑稽+Lemma+SimplexWord+SPLIT
124	小便	True		刚刚去厕所小了一次便。	小便	Modifier-Head	SPLIT	False	小便+Lemma+Modifier-Head+SPLIT
125	大便	True		如果不舒服，可能大不出来便。	大便	Modifier-Head	SPLIT	False	大便+Lemma+Modifier-Head+SPLIT
126	军训	True		大一新生刚军完了训就要上课了。	上课	Verb-Object	WHOLE	False	上课+Lemma+Verb-Object+WHOLE
126	军训	True		大一新生刚军完了训就要上课了。	军训	Modifier-Head	SPLIT	False	军训+Lemma+Modifier-Head+SPLIT
127	体检	True		入职前体了个检，所幸一切正常。	体检	Modifier-Head	SPLIT	False	体检+Lemma+Modifier-Head+SPLIT
128	同学	True		我和他虽然同过三年学，但不熟。	同学	Modifier-Head	SPLIT	False	同学+Lemma+Modifier-Head+SPLIT
129	散步	True		晚饭后我们去散散步。	散步	Verb-Object	REDUP	True	散步+Lemma+Verb-Object+SPLIT
130	见面	True		好久不见，咱们见一见面吧。	见面	Verb-Object	REDUP	True	见面+Lemma+Verb-Object+SPLIT
131	聊天	True		周末找个咖啡馆聊聊天。	聊天	Verb-Object	REDUP	True	聊天+Lemma+Verb-Object+SPLIT
132	睡觉	True		困了就去睡一睡觉休息一下。	睡觉	Verb-Object	REDUP	True	睡觉+Lemma+Verb-Object+SPLIT
133	把脉	True		医生给他把把脉。	把脉	Verb-Object	REDUP	True	把脉+Lemma+Verb-Object+SPLIT
134	洗澡	True		身上脏了，去洗洗澡。	洗澡	Verb-Object	REDUP	True	洗澡+Lemma+Verb-Object+SPLIT
135	鼓掌	True		观众为精彩的表演鼓了鼓掌。	鼓掌	Verb-Object	REDUP	True	鼓掌+Lemma+Verb-Object+SPLIT
140	睡觉	False	COINCIDENCE	他睡在床上觉得很冷。	睡觉	Verb-Object	SPLIT	False	睡觉+Lemma+Verb-Object+SPLIT
141	洗澡	False	CROSS_CONST	她用洗衣机洗了好几澡盆的衣服。	洗澡	Verb-Object	SPLIT	False	洗澡+Lemma+Verb-Object+SPLIT
142	吃饭	False	COINCIDENCE	这些人真是吃软饭的。	吃饭	Verb-Object	SPLIT	False	吃饭+Lemma+Verb-Object+SPLIT
145	走路	False	COINCIDENCE	我走在乡间的小路上。	走路	Verb-Object	SPLIT	False	走路+Lemma+Verb-Object+SPLIT
146	跑步	False	CROSS_CONST	他跑完了这一步棋。	跑步	Verb-Object	SPLIT	False	跑步+Lemma+Verb-Object+SPLIT
148	上网	False	COINCIDENCE	蜘蛛爬上了高高的网架。	上网	Verb-Object	SPLIT	False	上网+Lemma+Verb-Object+SPLIT
149	理发	False	COINCIDENCE	经理发现了问题。	理发	Verb-Object	WHOLE	False	理发+Lemma+Verb-Object+WHOLE
150	搬家	False	CROSS_CONST	搬运工把家具都搬走了。	搬家	Verb-Object	SPLIT	False	搬家+Lemma+Verb-Object+SPLIT
153	写字	False	CROSS_CONST	请在纸上写下你的名字。	写字	Verb-Object	SPLIT	False	写字+Lemma+Verb-Object+SPLIT
154	开门	False	CROSS_CONST	会议刚开了个头，门外就响起了敲门声。	敲门	Verb-Object	WHOLE	False	敲门+Lemma+Verb-Object+WHOLE
155	关灯	False	COINCIDENCE	这事关系重大，他们灯火通明地开会到深夜。	开会	Verb-Object	WHOLE	False	开会+Lemma+Verb-Object+WHOLE
157	打球	False	CROSS_CONST	昨天打了一场激烈的比赛，球队有人受伤了。	受伤	Verb-Object	WHOLE	False	受伤+Lemma+Verb-Object+WHOLE
160	帮忙	False	COINCIDENCE	丐帮的人都很忙。	帮忙	Verb-Object	SPLIT	False	帮忙+Lemma+Verb-Object+SPLIT
161	聊天	False	COINCIDENCE	英国的人喜欢聊天气。	聊天	Verb-Object	WHOLE	False	聊天+Lemma+Verb-Object+WHOLE
166	生气	False	CROSS_CONST	他生了一场大病，气色很差。	生病	Verb-Object	SPLIT	False	生病+Lemma+Verb-Object+SPLIT
168	道歉	False	PP_POS	她最终道向我歉了。	道歉	Verb-Object	SPLIT	False	道歉+Lemma+Verb-Object+SPLIT
169	道谢	False	PP_POS	她道向老师谢。	道谢	Verb-Object	SPLIT	False	道谢+Lemma+Verb-Object+SPLIT
170	拜年	False	COINCIDENCE	礼拜天年轻人都在休息。	拜年	Verb-Object	SPLIT	False	拜年+Lemma+Verb-Object+SPLIT
173	捣乱	False	MISSING_DE	别在他工作的时候捣他乱。	捣乱	Verb-Object	SPLIT	False	捣乱+Lemma+Verb-Object+SPLIT
178	告状	False	COINCIDENCE	他详细报告了目前的状况。	告状	Verb-Object	SPLIT	False	告状+Lemma+Verb-Object+SPLIT
184	吃醋	False	COINCIDENCE	你吃饺子不配醋吗？	吃醋	Verb-Object	SPLIT	False	吃醋+Lemma+Verb-Object+SPLIT
193	上学	False	CROSS_CONST	往上瞧就是学校建筑。	上学	Verb-Object	SPLIT	False	上学+Lemma+Verb-Object+SPLIT
194	上课	False	COINCIDENCE	桌上放着课本。	上课	Verb-Object	SPLIT	False	上课+Lemma+Verb-Object+SPLIT
197	放假	False	INVALID_REDUP	放放假多开心。	放假	Verb-Object	REDUP	True	放假+Lemma+Verb-Object+SPLIT
197	放假	False	INVALID_REDUP	放放假多开心。	放心	Verb-Object	SPLIT	False	放心+Lemma+Verb-Object+SPLIT
201	报名	False	COINCIDENCE	报纸上有他的名字。	报名	Verb-Object	SPLIT	False	报名+Lemma+Verb-Object+SPLIT
203	开会	False	INVALID_REDUP	开开会很无聊。	开会	Verb-Object	REDUP	True	开会+Lemma+Verb-Object+SPLIT
205	值班	False	COINCIDENCE	他值得全班的表扬。	值班	Verb-Object	SPLIT	False	值班+Lemma+Verb-Object+SPLIT
206	加班	False	INVALID_REDUP	加加班很辛苦。	加班	Verb-Object	REDUP	True	加班+Lemma+Verb-Object+SPLIT
211	输液	False	INVALID_REDUP	只是要输输液而已。	输液	Verb-Object	REDUP	True	输液+Lemma+Verb-Object+SPLIT
213	把脉	False	CROSS_CONST	他把门关上，递给我一瓶脉动。	把关	Verb-Object	SPLIT	False	把关+Lemma+Verb-Object+SPLIT
218	吃苦	False	COINCIDENCE	他吃了一口苦瓜。	吃苦	Verb-Object	SPLIT	False	吃苦+Lemma+Verb-Object+SPLIT
221	看病	False	INVALID_REDUP	看看病就好了。	看病	Verb-Object	REDUP	True	看病+Lemma+Verb-Object+SPLIT
224	出院	False	INVALID_REDUP	出出院就能回家。	回家	Verb-Object	WHOLE	False	回家+Lemma+Verb-Object+WHOLE
226	游泳	False	INVALID_REDUP	游游泳很凉快。	游泳	Verb-Object	REDUP	True	游泳+Lemma+Verb-Object+SPLIT
229	滑冰	False	COINCIDENCE	她滑倒在冰面上。	滑冰	Verb-Object	SPLIT	False	滑冰+Lemma+Verb-Object+SPLIT
231	排队	False	INVALID_REDUP	排排队很无聊。	排队	Verb-Object	REDUP	True	排队+Lemma+Verb-Object+SPLIT
232	打工	False	COINCIDENCE	你为什么打工地上的人？	打工	Verb-Object	WHOLE	False	打工+Lemma+Verb-Object+WHOLE
243	丢脸	False	MISSING_DE	这次真是丢你脸了。	丢脸	Verb-Object	SPLIT	False	丢脸+Lemma+Verb-Object+SPLIT
249	革命	False	MISSING_DE	他们这是要革你命啊。	革命	Verb-Object	SPLIT	False	革命+Lemma+Verb-Object+SPLIT
250	造反	False	MISSING_DE	造他反就是找死。	造反	Verb-Object	SPLIT	False	造反+Lemma+Verb-Object+SPLIT
253	把关	False	COINCIDENCE	他一把把门关上了。	把关	Verb-Object	SPLIT	False	把关+Lemma+Verb-Object+SPLIT
258	将军	False	COINCIDENCE	我们将军法处置，严惩不贷。	将军	PseudoV-O	WHOLE	False	将军+Lemma+PseudoV-O+WHOLE
263	小便	False	CROSS_CONST	贪小便宜吃大亏。	吃亏	Verb-Object	SPLIT	False	吃亏+Lemma+Verb-Object+SPLIT
263	小便	False	CROSS_CONST	贪小便宜吃大亏。	小便	Modifier-Head	WHOLE	False	小便+Lemma+Modifier-Head+WHOLE
264	大便	False	COINCIDENCE	父亲18岁大的时候便去广东打工了。	大便	Modifier-Head	SPLIT	False	大便+Lemma+Modifier-Head+SPLIT
264	大便	False	COINCIDENCE	父亲18岁大的时候便去广东打工了。	打工	Verb-Object	WHOLE	False	打工+Lemma+Verb-Object+WHOLE
269	见面	False	PP_POS	见跟他面很困难。	见面	Verb-Object	SPLIT	False	见面+Lemma+Verb-Object+SPLIT
270	吵架	False	PP_POS	吵跟她架没有意义。	吵架	Verb-Object	SPLIT	False	吵架+Lemma+Verb-Object+SPLIT
271	打架	False	PP_POS	打跟同学架是不好的。	同学	Modifier-Head	WHOLE	False	同学+Lemma+Modifier-Head+WHOLE
271	打架	False	PP_POS	打跟同学架是不好的。	打架	Verb-Object	SPLIT	False	打架+Lemma+Verb-Object+SPLIT
272	打仗	False	PP_POS	打与日军仗非常艰辛。	打仗	Verb-Object	SPLIT	False	打仗+Lemma+Verb-Object+SPLIT
273	道歉	False	PP_POS	道向她歉就能解决问题。	道歉	Verb-Object	SPLIT	False	道歉+Lemma+Verb-Object+SPLIT
274	道谢	False	PP_POS	道对他谢是应该的。	道谢	Verb-Object	SPLIT	False	道谢+Lemma+Verb-Object+SPLIT
275	拜年	False	PP_POS	拜给长辈年是传统习俗。	拜年	Verb-Object	SPLIT	False	拜年+Lemma+Verb-Object+SPLIT
276	开玩笑	False	PP_POS	开跟他玩笑只是为了逗他开心。	开玩笑	Verb-Object	SPLIT	False	开玩笑+Lemma+Verb-Object+SPLIT
277	下雨	False	COINCIDENCE	他在下午泪如雨下。	下雨	Verb-Object	SPLIT	False	下雨+Lemma+Verb-Object+SPLIT
